# OpenSignals Text File Format. Version 1
# {"98:D3:41:FE:2E:A0": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:41:FE:2E:A0", "device connection": "BTH98:D3:41:FE:2E:A0", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-4-10", "time": "11:26:21.331", "channels": [2], "sensor": ["RAW"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	442	
1	0	0	0	0	444	
2	0	0	0	0	445	
3	0	0	0	0	448	
4	0	0	0	0	453	
5	0	0	0	0	459	
6	0	0	0	0	464	
7	0	0	0	0	468	
8	0	0	0	0	472	
9	0	0	0	0	476	
10	0	0	0	0	478	
11	0	0	0	0	478	
12	0	0	0	0	478	
13	0	0	0	0	478	
14	0	0	0	0	480	
15	0	0	0	0	481	
0	0	0	0	0	483	
1	0	0	0	0	483	
2	0	0	0	0	484	
3	0	0	0	0	483	
4	0	0	0	0	484	
5	0	0	0	0	485	
6	0	0	0	0	485	
7	0	0	0	0	485	
8	0	0	0	0	486	
9	0	0	0	0	488	
10	0	0	0	0	489	
11	0	0	0	0	491	
12	0	0	0	0	494	
13	0	0	0	0	497	
14	0	0	0	0	500	
15	0	0	0	0	502	
0	0	0	0	0	504	
1	0	0	0	0	507	
2	0	0	0	0	511	
3	0	0	0	0	513	
4	0	0	0	0	514	
5	0	0	0	0	514	
6	0	0	0	0	514	
7	0	0	0	0	512	
8	0	0	0	0	511	
9	0	0	0	0	509	
10	0	0	0	0	508	
11	0	0	0	0	506	
12	0	0	0	0	505	
13	0	0	0	0	504	
14	0	0	0	0	504	
15	0	0	0	0	503	
0	0	0	0	0	504	
1	0	0	0	0	502	
2	0	0	0	0	502	
3	0	0	0	0	501	
4	0	0	0	0	499	
5	0	0	0	0	497	
6	0	0	0	0	495	
7	0	0	0	0	493	
8	0	0	0	0	492	
9	0	0	0	0	491	
10	0	0	0	0	491	
11	0	0	0	0	491	
12	0	0	0	0	492	
13	0	0	0	0	492	
14	0	0	0	0	492	
