# OpenSignals Text File Format. Version 1
# {"98:D3:41:FE:2E:A0": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:41:FE:2E:A0", "device connection": "BTH98:D3:41:FE:2E:A0", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-4-10", "time": "11:23:31.753", "channels": [2], "sensor": ["RAW"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	529	
1	0	0	0	0	531	
2	0	0	0	0	531	
3	0	0	0	0	531	
4	0	0	0	0	531	
5	0	0	0	0	530	
6	0	0	0	0	529	
7	0	0	0	0	528	
8	0	0	0	0	529	
9	0	0	0	0	529	
10	0	0	0	0	527	
11	0	0	0	0	527	
12	0	0	0	0	526	
13	0	0	0	0	525	
14	0	0	0	0	526	
15	0	0	0	0	525	
0	0	0	0	0	526	
1	0	0	0	0	525	
2	0	0	0	0	526	
3	0	0	0	0	526	
4	0	0	0	0	526	
5	0	0	0	0	528	
6	0	0	0	0	530	
7	0	0	0	0	531	
8	0	0	0	0	532	
9	0	0	0	0	532	
10	0	0	0	0	532	
11	0	0	0	0	532	
12	0	0	0	0	531	
13	0	0	0	0	530	
14	0	0	0	0	529	
15	0	0	0	0	529	
0	0	0	0	0	528	
1	0	0	0	0	528	
2	0	0	0	0	529	
3	0	0	0	0	529	
4	0	0	0	0	528	
5	0	0	0	0	528	
6	0	0	0	0	528	
7	0	0	0	0	527	
8	0	0	0	0	527	
9	0	0	0	0	526	
10	0	0	0	0	524	
11	0	0	0	0	524	
12	0	0	0	0	524	
13	0	0	0	0	524	
14	0	0	0	0	524	
15	0	0	0	0	523	
0	0	0	0	0	521	
1	0	0	0	0	520	
2	0	0	0	0	519	
3	0	0	0	0	518	
4	0	0	0	0	516	
5	0	0	0	0	515	
6	0	0	0	0	515	
7	0	0	0	0	514	
8	0	0	0	0	513	
9	0	0	0	0	511	
10	0	0	0	0	510	
11	0	0	0	0	509	
12	0	0	0	0	507	
13	0	0	0	0	505	
14	0	0	0	0	504	
15	0	0	0	0	504	
0	0	0	0	0	503	
1	0	0	0	0	500	
2	0	0	0	0	499	
3	0	0	0	0	499	
4	0	0	0	0	498	
5	0	0	0	0	497	
6	0	0	0	0	495	
7	0	0	0	0	494	
8	0	0	0	0	494	
9	0	0	0	0	491	
10	0	0	0	0	489	
11	0	0	0	0	487	
12	0	0	0	0	487	
13	0	0	0	0	486	
14	0	0	0	0	486	
15	0	0	0	0	485	
0	0	0	0	0	484	
1	0	0	0	0	484	
2	0	0	0	0	483	
3	0	0	0	0	483	
4	0	0	0	0	481	
5	0	0	0	0	480	
6	0	0	0	0	478	
7	0	0	0	0	476	
8	0	0	0	0	475	
9	0	0	0	0	474	
10	0	0	0	0	472	
11	0	0	0	0	471	
12	0	0	0	0	470	
13	0	0	0	0	469	
14	0	0	0	0	468	
15	0	0	0	0	467	
0	0	0	0	0	467	
1	0	0	0	0	467	
2	0	0	0	0	468	
3	0	0	0	0	469	
4	0	0	0	0	470	
5	0	0	0	0	471	
6	0	0	0	0	471	
7	0	0	0	0	472	
8	0	0	0	0	471	
9	0	0	0	0	471	
10	0	0	0	0	471	
11	0	0	0	0	472	
12	0	0	0	0	473	
13	0	0	0	0	473	
14	0	0	0	0	472	
15	0	0	0	0	472	
0	0	0	0	0	472	
1	0	0	0	0	472	
2	0	0	0	0	472	
3	0	0	0	0	473	
4	0	0	0	0	473	
5	0	0	0	0	474	
6	0	0	0	0	475	
7	0	0	0	0	476	
8	0	0	0	0	477	
9	0	0	0	0	478	
10	0	0	0	0	478	
11	0	0	0	0	479	
12	0	0	0	0	479	
